BARANGAY,Year,1 Total,1 D,1 A,2 Total,2 D,2 A,3 Total,3 D,3 A,4 Total,4 D,4 A,5 Total,5 D,5 A,6 Total,6 D,6 A,7 Total,7 D,7 A,8 Total,8 D,8 A,9 Total,9 D,9 A,10 Total,10 D,10 A,11 Total,11 D,11 A,12 Total,12 D,12 A,Grand Total
SAN AGUSTIN III,2015,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,8,6,2,12,5,7,4,1,3,0,0,0,31
SAN AGUSTIN III,2016,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,4,0,4,0,0,0,1,0,1,13
SAN AGUSTIN III,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1,3,0,3,3,0,3,7,0,7,18
SAN AGUSTIN III,2018,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,2,0,2,3,0,3,10
SAN AGUSTIN III,2019,10,0,10,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3,14,0,14,18,0,18,15,0,15,11,0,11,3,0,3,5,0,5,82
SAN AGUSTIN III,2020,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN AGUSTIN III,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,4
SAN AGUSTIN III,2022,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,6
SAN AGUSTIN III,2023,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5
SAN AGUSTIN III,2024,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,3,1,0,1,6,0,6,12,1,11,9,0,9,9,0,9,42
SAN ANDRES I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2
SAN ANDRES I,2011,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,6
SAN ANDRES I,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2
SAN ANDRES I,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3
SAN ANDRES I,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2
SAN ANDRES I,2015,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,3,3,0,2,1,1,0,0,0,11
SAN ANDRES I,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
SAN ANDRES I,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,4
SAN ANDRES I,2018,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,4,0,4,1,0,1,10
SAN ANDRES I,2019,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,4,1,0,1,9,0,9,6,0,6,28
SAN ANDRES I,2020,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAN ANDRES I,2021,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN ANDRES I,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN ANDRES I,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SAN ANDRES I,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,0,2,6
SAN ANDRES II,2011,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANDRES II,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN ANDRES II,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN ANDRES II,2015,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,2,0,2,5,3,2,0,0,0,12
SAN ANDRES II,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2
SAN ANDRES II,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
SAN ANDRES II,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2
SAN ANDRES II,2019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,2,11,0,11,4,0,4,5,0,5,4,0,4,30
SAN ANDRES II,2020,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN ANDRES II,2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,4
SAN ANDRES II,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,3
SAN ANDRES II,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ANDRES II,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
SAN ANTONIO DE PADUA I,2011,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN ANTONIO DE PADUA I,2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,4,0,4,4,0,4,1,0,1,0,0,0,13
SAN ANTONIO DE PADUA I,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,8
SAN ANTONIO DE PADUA I,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,4,0,4,4,0,4,1,0,1,0,0,0,13
SAN ANTONIO DE PADUA I,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9,4,5,7,3,4,0,0,0,1,0,1,19
SAN ANTONIO DE PADUA I,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,1,0,1,6
SAN ANTONIO DE PADUA I,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE PADUA I,2018,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,0,0,0,4,0,4,0,0,0,11
SAN ANTONIO DE PADUA I,2019,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,8,0,8,1,0,1,1,0,1,1,0,1,20
SAN ANTONIO DE PADUA I,2020,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE PADUA I,2021,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
SAN ANTONIO DE PADUA I,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
SAN ANTONIO DE PADUA I,2023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ANTONIO DE PADUA I,2024,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,6,4,0,4,5,0,5,2,0,2,1,0,1,19
SAN ANTONIO DE PADUA II,2010,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE PADUA II,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN ANTONIO DE PADUA II,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,6
SAN ANTONIO DE PADUA II,2013,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN ANTONIO DE PADUA II,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,6
SAN ANTONIO DE PADUA II,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,0,1,1,0,2,1,1,0,0,0,0,0,0,8
SAN ANTONIO DE PADUA II,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,5
SAN ANTONIO DE PADUA II,2017,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE PADUA II,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
SAN ANTONIO DE PADUA II,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,6,0,6,1,0,1,1,0,1,0,0,0,13
SAN ANTONIO DE PADUA II,2020,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5
SAN ANTONIO DE PADUA II,2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
SAN ANTONIO DE PADUA II,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2
SAN ANTONIO DE PADUA II,2023,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN ANTONIO DE PADUA II,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,1,0,1,6
SAN DIONISIO (BARANGAY I),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,5
SAN DIONISIO (BARANGAY I),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2
SAN DIONISIO (BARANGAY I),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2
SAN DIONISIO (BARANGAY I),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3,0,0,0,6
SAN DIONISIO (BARANGAY I),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2
SAN DIONISIO (BARANGAY I),2015,1,1,0,3,3,0,2,0,2,1,1,0,0,0,0,0,0,0,1,0,1,3,3,0,6,5,1,8,6,2,6,3,3,1,0,1,32
SAN DIONISIO (BARANGAY I),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN DIONISIO (BARANGAY I),2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,0,0,0,6
SAN DIONISIO (BARANGAY I),2018,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,7
SAN DIONISIO (BARANGAY I),2019,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,6,0,6,21,0,21,6,0,6,5,0,5,1,0,1,43
SAN DIONISIO (BARANGAY I),2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN DIONISIO (BARANGAY I),2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,1,0,1,6
SAN DIONISIO (BARANGAY I),2023,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ESTEBAN (BARANGAY IV),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2
SAN ESTEBAN (BARANGAY IV),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3
SAN ESTEBAN (BARANGAY IV),2012,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,4
SAN ESTEBAN (BARANGAY IV),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1,1,0,1,5
SAN ESTEBAN (BARANGAY IV),2014,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,4
SAN ESTEBAN (BARANGAY IV),2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,4,3,1,3,2,1,1,0,1,11
SAN ESTEBAN (BARANGAY IV),2016,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN ESTEBAN (BARANGAY IV),2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,5
SAN ESTEBAN (BARANGAY IV),2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,4,0,4,2,0,2,3,0,3,1,0,1,14
SAN ESTEBAN (BARANGAY IV),2019,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,3,0,3,3,0,3,4,0,4,1,0,1,4,0,4,21
SAN ESTEBAN (BARANGAY IV),2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ESTEBAN (BARANGAY IV),2021,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN ESTEBAN (BARANGAY IV),2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
SAN ESTEBAN (BARANGAY IV),2023,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
SAN FRANCISCO I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN FRANCISCO I,2011,0,0,0,1,0,1,2,0,2,0,0,0,1,1,0,1,0,1,2,0,2,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,11
SAN FRANCISCO I,2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
SAN FRANCISCO I,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
SAN FRANCISCO I,2015,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,4,3,1,4,1,3,1,1,0,15
SAN FRANCISCO I,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
SAN FRANCISCO I,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN FRANCISCO I,2018,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN FRANCISCO I,2019,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,2,0,2,8,0,8,4,0,4,2,0,2,1,0,1,28
SAN FRANCISCO I,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
SAN FRANCISCO I,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN FRANCISCO I,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN FRANCISCO I,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,4
SAN FRANCISCO I,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,3,0,3,1,0,1,7
SAN FRANCISCO II,2011,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN FRANCISCO II,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2
SAN FRANCISCO II,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
SAN FRANCISCO II,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2
SAN FRANCISCO II,2015,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2,1,1,2,1,1,7,4,3,0,0,0,15
SAN FRANCISCO II,2016,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN FRANCISCO II,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN FRANCISCO II,2018,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,4,7
SAN FRANCISCO II,2019,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,4,0,4,2,0,2,6,0,6,5,0,5,7,0,7,1,0,1,28
SAN FRANCISCO II,2020,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN FRANCISCO II,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,3
SAN FRANCISCO II,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN FRANCISCO II,2024,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5
SAN ISIDRO LABRADOR I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,9
SAN ISIDRO LABRADOR I,2011,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
SAN ISIDRO LABRADOR I,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,3
SAN ISIDRO LABRADOR I,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,8,1,0,1,0,0,0,0,0,0,10
SAN ISIDRO LABRADOR I,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,3
SAN ISIDRO LABRADOR I,2015,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,7,3,4,5,3,2,5,2,3,1,1,0,0,0,0,0,0,0,22
SAN ISIDRO LABRADOR I,2016,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ISIDRO LABRADOR I,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,5
SAN ISIDRO LABRADOR I,2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,4,0,0,0,0,0,0,7
SAN ISIDRO LABRADOR I,2019,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,6,0,6,0,0,0,1,0,1,1,0,1,12
SAN ISIDRO LABRADOR I,2020,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
SAN ISIDRO LABRADOR I,2021,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN ISIDRO LABRADOR I,2022,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,0,4,2,0,2,1,0,1,0,0,0,0,0,0,10
SAN ISIDRO LABRADOR I,2023,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3
SAN ISIDRO LABRADOR I,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,3,0,3,5,0,5,4,0,4,15
SAN ISIDRO LABRADOR II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ISIDRO LABRADOR II,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ISIDRO LABRADOR II,2012,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ISIDRO LABRADOR II,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2
SAN ISIDRO LABRADOR II,2014,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ISIDRO LABRADOR II,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,4
SAN ISIDRO LABRADOR II,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ISIDRO LABRADOR II,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2
SAN ISIDRO LABRADOR II,2018,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
SAN ISIDRO LABRADOR II,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,3,0,3,1,0,1,0,0,0,0,0,0,8
SAN ISIDRO LABRADOR II,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2
SAN ISIDRO LABRADOR II,2021,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ISIDRO LABRADOR II,2022,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN ISIDRO LABRADOR II,2023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
