BARANGAY,Year,1 Total,1 D,1 A,2 Total,2 D,2 A,3 Total,3 D,3 A,4 Total,4 D,4 A,5 Total,5 D,5 A,6 Total,6 D,6 A,7 Total,7 D,7 A,8 Total,8 D,8 A,9 Total,9 D,9 A,10 Total,10 D,10 A,11 Total,11 D,11 A,12 Total,12 D,12 A,Grand Total
SANTO CRISTO (BARANGAY III),2021,2,2,0,4,2,2,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SANTO CRISTO (BARANGAY III),2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
SANTO CRISTO (BARANGAY III),2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
SANTO NIÑO I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,6
SANTO NIÑO I,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTO NIÑO I,2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTO NIÑO I,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
SANTO NIÑO I,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTO NIÑO I,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,1,1,0,4,3,1,2,2,0,0,0,0,11
SANTO NIÑO I,2016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTO NIÑO I,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2
SANTO NIÑO I,2018,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,5,3,0,3,12
SANTO NIÑO I,2019,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,3,0,3,1,0,1,4,0,4,0,0,0,15
SANTO NIÑO I,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SANTO NIÑO I,2021,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
SANTO NIÑO I,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2
SANTO NIÑO I,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTO NIÑO I,2024,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,0,3,2,0,2,10
SANTO NIÑO II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,4
SANTO NIÑO II,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2
SANTO NIÑO II,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTO NIÑO II,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTO NIÑO II,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,1,1,0,1,1,1,0,1,1,0,7
SANTO NIÑO II,2016,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SANTO NIÑO II,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,4
SANTO NIÑO II,2018,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4
SANTO NIÑO II,2019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,0,4,2,0,2,0,0,0,0,0,0,9
SANTO NIÑO II,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2
SANTO NIÑO II,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
SANTO NIÑO II,2024,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,4,0,4,8
VICTORIA REYES,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,4,0,4,1,0,1,9
VICTORIA REYES,2011,2,0,2,2,0,2,3,0,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
VICTORIA REYES,2012,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,6,0,6,1,0,1,1,0,1,14
VICTORIA REYES,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,7
VICTORIA REYES,2014,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,6,0,6,1,0,1,1,0,1,14
VICTORIA REYES,2015,2,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,8,4,4,9,5,4,10,3,7,8,6,2,2,2,0,45
VICTORIA REYES,2016,3,0,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,3,0,3,2,0,2,0,0,0,13
VICTORIA REYES,2017,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3
VICTORIA REYES,2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,4
VICTORIA REYES,2019,1,0,1,2,0,2,1,0,1,2,0,2,1,0,1,2,0,2,13,0,13,39,0,39,29,0,29,4,0,4,7,0,7,3,0,3,104
VICTORIA REYES,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VICTORIA REYES,2021,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VICTORIA REYES,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,5
VICTORIA REYES,2023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
VICTORIA REYES,2024,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,6,0,6,7,0,7,19
ZONE I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,5,0,5,1,0,1,0,0,0,9
ZONE I,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4
ZONE I,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
ZONE I,2024,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3,0,3,3,0,3,3,0,3,1,0,1,4,0,4,18
ZONE I-B,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,4
ZONE I-B,2011,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,4,0,4,0,0,0,0,0,0,10
ZONE I-B,2012,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,2,0,2,13,0,13,10,0,10,6,0,6,0,0,0,0,0,0,36
ZONE I-B,2013,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,4,0,4,4,0,4,3,0,3,1,0,1,1,0,1,18
ZONE I-B,2014,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,2,0,2,13,0,13,10,0,10,6,0,6,0,0,0,0,0,0,36
ZONE I-B,2015,5,2,3,1,1,0,0,0,0,0,0,0,1,1,0,2,1,1,2,2,0,6,2,4,15,10,5,19,6,13,13,9,4,4,3,1,68
ZONE I-B,2016,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,11
ZONE I-B,2017,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,4,3,0,3,1,0,1,4,0,4,4,0,4,20
ZONE I-B,2018,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,5,0,5,7,0,7,16,0,16,8,0,8,45
ZONE I-B,2019,14,0,14,3,0,3,4,0,4,0,0,0,3,1,2,6,0,6,56,1,55,58,0,58,48,1,47,8,0,8,16,0,16,6,0,6,222
ZONE I-B,2020,6,0,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,11
ZONE I-B,2021,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,1,1,0,1,0,1,3,2,1,2,1,1,12
ZONE I-B,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,0,3,1,0,1,0,0,0,1,0,1,0,0,0,7
ZONE I-B,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4
ZONE I-B,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3
ZONE II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,3
ZONE II,2011,2,0,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ZONE II,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZONE II,2024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3
ZONE III,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2
ZONE III,2011,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ZONE III,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ZONE III,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
ZONE III,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,3,0,3,2,0,2,10
ZONE IV,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,0,0,0,0,0,0,5
ZONE IV,2011,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ZONE IV,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
ZONE IV,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
ZONE IV,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZONE IV,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZONE IV,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,3,0,3,6,0,6,3,0,3,15
