BARANGAY,YEAR,MONTH,Cases,RAINFALL,TMAX,TMIN,WIND_SPEED,WIND_DIRECTION,RH,TAVG
SALITRAN III,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SALITRAN III,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SALITRAN III,2022,4,1,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SALITRAN III,2023,4,1,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SALITRAN IV,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SALITRAN IV,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SALITRAN IV,2012,4,2,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SALITRAN IV,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SALITRAN IV,2014,4,2,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SALITRAN IV,2015,4,1,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SALITRAN IV,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SALITRAN IV,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SALITRAN IV,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SALITRAN IV,2019,4,1,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SALITRAN IV,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SALITRAN IV,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SALITRAN IV,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SALITRAN IV,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAMPALOC I,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAMPALOC I,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAMPALOC I,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAMPALOC I,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAMPALOC I,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAMPALOC I,2015,4,1,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAMPALOC I,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAMPALOC I,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAMPALOC I,2018,4,2,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAMPALOC I,2019,4,1,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAMPALOC I,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAMPALOC I,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAMPALOC I,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAMPALOC I,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAMPALOC II,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAMPALOC II,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAMPALOC II,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAMPALOC II,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAMPALOC II,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAMPALOC II,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAMPALOC II,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAMPALOC II,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAMPALOC II,2018,4,1,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAMPALOC II,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAMPALOC II,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAMPALOC II,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAMPALOC II,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAMPALOC II,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAMPALOC III,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAMPALOC III,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAMPALOC III,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAMPALOC III,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAMPALOC III,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAMPALOC III,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAMPALOC III,2016,4,1,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAMPALOC III,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAMPALOC III,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAMPALOC III,2019,4,7,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAMPALOC III,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAMPALOC III,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAMPALOC III,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAMPALOC III,2023,4,1,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAMPALOC IV,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAMPALOC IV,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAMPALOC IV,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAMPALOC IV,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAMPALOC IV,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAMPALOC IV,2015,4,3,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAMPALOC IV,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAMPALOC IV,2017,4,1,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAMPALOC IV,2018,4,1,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAMPALOC IV,2019,4,1,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAMPALOC IV,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAMPALOC IV,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAMPALOC IV,2022,4,1,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAMPALOC IV,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAMPALOC V,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAMPALOC V,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAMPALOC V,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAMPALOC V,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAMPALOC V,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAMPALOC V,2015,4,1,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAMPALOC V,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAMPALOC V,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAMPALOC V,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAMPALOC V,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN AGUSTIN I,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN AGUSTIN I,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN AGUSTIN I,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN AGUSTIN I,2013,4,1,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN AGUSTIN I,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN AGUSTIN I,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN AGUSTIN I,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN AGUSTIN I,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN AGUSTIN I,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN AGUSTIN I,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN AGUSTIN I,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN AGUSTIN I,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN AGUSTIN I,2022,4,1,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN AGUSTIN I,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN AGUSTIN II,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN AGUSTIN II,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN AGUSTIN II,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN AGUSTIN II,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN AGUSTIN II,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN AGUSTIN II,2015,4,1,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN AGUSTIN II,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN AGUSTIN II,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN AGUSTIN II,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN AGUSTIN II,2019,4,1,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN AGUSTIN II,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN AGUSTIN II,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN AGUSTIN II,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN AGUSTIN II,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN AGUSTIN III,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN AGUSTIN III,2011,4,1,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN AGUSTIN III,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN AGUSTIN III,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN AGUSTIN III,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN AGUSTIN III,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN AGUSTIN III,2016,4,1,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN AGUSTIN III,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN AGUSTIN III,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN AGUSTIN III,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN AGUSTIN III,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN AGUSTIN III,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN AGUSTIN III,2022,4,1,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN AGUSTIN III,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN ANDRES I,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN ANDRES I,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN ANDRES I,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN ANDRES I,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN ANDRES I,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN ANDRES I,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN ANDRES I,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN ANDRES I,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN ANDRES I,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN ANDRES I,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN ANDRES I,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN ANDRES I,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN ANDRES I,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN ANDRES I,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN ANDRES II,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN ANDRES II,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN ANDRES II,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN ANDRES II,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN ANDRES II,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN ANDRES II,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN ANDRES II,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN ANDRES II,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN ANDRES II,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN ANDRES II,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN ANDRES II,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN ANDRES II,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN ANTONIO DE PADUA I,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN ANTONIO DE PADUA I,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN ANTONIO DE PADUA I,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN ANTONIO DE PADUA I,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN ANTONIO DE PADUA I,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN ANTONIO DE PADUA I,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN ANTONIO DE PADUA I,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN ANTONIO DE PADUA I,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN ANTONIO DE PADUA I,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN ANTONIO DE PADUA I,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN ANTONIO DE PADUA I,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN ANTONIO DE PADUA I,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN ANTONIO DE PADUA I,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN ANTONIO DE PADUA II,2010,4,1,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN ANTONIO DE PADUA II,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN ANTONIO DE PADUA II,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN ANTONIO DE PADUA II,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN ANTONIO DE PADUA II,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN ANTONIO DE PADUA II,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN ANTONIO DE PADUA II,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN ANTONIO DE PADUA II,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN ANTONIO DE PADUA II,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN ANTONIO DE PADUA II,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN ANTONIO DE PADUA II,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN ANTONIO DE PADUA II,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN ANTONIO DE PADUA II,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN ANTONIO DE PADUA II,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN DIONISIO (BARANGAY I),2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN DIONISIO (BARANGAY I),2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN DIONISIO (BARANGAY I),2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN DIONISIO (BARANGAY I),2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN DIONISIO (BARANGAY I),2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN DIONISIO (BARANGAY I),2015,4,1,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN DIONISIO (BARANGAY I),2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN DIONISIO (BARANGAY I),2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN DIONISIO (BARANGAY I),2018,4,2,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN DIONISIO (BARANGAY I),2019,4,1,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN DIONISIO (BARANGAY I),2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN DIONISIO (BARANGAY I),2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN DIONISIO (BARANGAY I),2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN ESTEBAN (BARANGAY IV),2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN ESTEBAN (BARANGAY IV),2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN ESTEBAN (BARANGAY IV),2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN ESTEBAN (BARANGAY IV),2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN ESTEBAN (BARANGAY IV),2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN ESTEBAN (BARANGAY IV),2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN ESTEBAN (BARANGAY IV),2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN ESTEBAN (BARANGAY IV),2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN ESTEBAN (BARANGAY IV),2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN ESTEBAN (BARANGAY IV),2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN ESTEBAN (BARANGAY IV),2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN ESTEBAN (BARANGAY IV),2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN ESTEBAN (BARANGAY IV),2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN ESTEBAN (BARANGAY IV),2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN FRANCISCO I,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN FRANCISCO I,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN FRANCISCO I,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN FRANCISCO I,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN FRANCISCO I,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN FRANCISCO I,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN FRANCISCO I,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN FRANCISCO I,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN FRANCISCO I,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN FRANCISCO I,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN FRANCISCO I,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN FRANCISCO I,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN FRANCISCO I,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN FRANCISCO II,2011,4,1,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN FRANCISCO II,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN FRANCISCO II,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN FRANCISCO II,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN FRANCISCO II,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN FRANCISCO II,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN FRANCISCO II,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN FRANCISCO II,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN FRANCISCO II,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN FRANCISCO II,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN FRANCISCO II,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN FRANCISCO II,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN ISIDRO LABRADOR I,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN ISIDRO LABRADOR I,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN ISIDRO LABRADOR I,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN ISIDRO LABRADOR I,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN ISIDRO LABRADOR I,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN ISIDRO LABRADOR I,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN ISIDRO LABRADOR I,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN ISIDRO LABRADOR I,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN ISIDRO LABRADOR I,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN ISIDRO LABRADOR I,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN ISIDRO LABRADOR I,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN ISIDRO LABRADOR I,2021,4,1,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN ISIDRO LABRADOR I,2022,4,1,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN ISIDRO LABRADOR I,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN ISIDRO LABRADOR II,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN ISIDRO LABRADOR II,2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN ISIDRO LABRADOR II,2012,4,1,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN ISIDRO LABRADOR II,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN ISIDRO LABRADOR II,2014,4,1,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN ISIDRO LABRADOR II,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN ISIDRO LABRADOR II,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN ISIDRO LABRADOR II,2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN ISIDRO LABRADOR II,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN ISIDRO LABRADOR II,2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN ISIDRO LABRADOR II,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN ISIDRO LABRADOR II,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN ISIDRO LABRADOR II,2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN ISIDRO LABRADOR II,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN JOSE,2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN JOSE,2011,4,1,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN JOSE,2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN JOSE,2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN JOSE,2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN JOSE,2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN JOSE,2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN JOSE,2017,4,2,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN JOSE,2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN JOSE,2019,4,1,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN JOSE,2020,4,0,0.0,35.0,27.4,3.0,90.0,71.0,31.2
SAN JOSE,2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN JOSE,2022,4,1,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN JOSE,2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
SAN JUAN (SAN JUAN I),2010,4,0,45.4,34.3,27.030769230769224,5.0,110.0,70.76923076923077,30.665384615384617
SAN JUAN (SAN JUAN I),2011,4,0,3.0,32.7,26.0,5.0,110.0,70.0,29.35
SAN JUAN (SAN JUAN I),2012,4,0,10.5,34.5,27.0,4.0,140.0,71.0,30.75
SAN JUAN (SAN JUAN I),2013,4,0,1.4,35.3,27.7,4.0,140.0,71.0,31.5
SAN JUAN (SAN JUAN I),2014,4,0,1.2,35.0,26.8,4.0,140.0,72.0,30.9
SAN JUAN (SAN JUAN I),2015,4,0,0.0,34.3,26.8,2.0,140.0,73.0,30.55
SAN JUAN (SAN JUAN I),2016,4,0,20.2,35.0,27.9,4.0,90.0,70.0,31.45
SAN JUAN (SAN JUAN I),2017,4,0,39.3,33.8,27.2,4.0,90.0,73.0,30.5
SAN JUAN (SAN JUAN I),2018,4,0,0.2,34.3,27.2,3.0,90.0,69.0,30.75
SAN JUAN (SAN JUAN I),2019,4,0,3.6,35.4,27.3,3.0,90.0,66.0,31.35
SAN JUAN (SAN JUAN I),2021,4,0,4.4,33.9,26.7,3.0,90.0,73.0,30.3
SAN JUAN (SAN JUAN I),2022,4,0,41.4,33.2,26.7,3.0,90.0,72.0,29.950000000000003
SAN JUAN (SAN JUAN I),2023,4,0,68.7,33.5,26.7,3.0,90.0,69.0,30.1
