BARANGAY,YEAR,MONTH,Cases,RAINFALL,TMAX,TMIN,WIND_SPEED,WIND_DIRECTION,RH,TAVG
SAN ANDRES I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN ANDRES I,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN ANDRES I,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN ANDRES I,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN ANDRES I,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN ANDRES I,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN ANDRES II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN ANDRES II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN ANDRES II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN ANDRES II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN ANDRES II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN ANDRES II,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN ANDRES II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN ANDRES II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN ANDRES II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN ANDRES II,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN ANDRES II,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN ANDRES II,2023,5,1,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN ANTONIO DE PADUA I,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN ANTONIO DE PADUA I,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN ANTONIO DE PADUA I,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN ANTONIO DE PADUA I,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN ANTONIO DE PADUA I,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN ANTONIO DE PADUA I,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN ANTONIO DE PADUA I,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN ANTONIO DE PADUA I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN ANTONIO DE PADUA I,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN ANTONIO DE PADUA I,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN ANTONIO DE PADUA I,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN ANTONIO DE PADUA I,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN ANTONIO DE PADUA I,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN ANTONIO DE PADUA II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN ANTONIO DE PADUA II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN ANTONIO DE PADUA II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN ANTONIO DE PADUA II,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN ANTONIO DE PADUA II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN ANTONIO DE PADUA II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN ANTONIO DE PADUA II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN ANTONIO DE PADUA II,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN ANTONIO DE PADUA II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN ANTONIO DE PADUA II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN ANTONIO DE PADUA II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN ANTONIO DE PADUA II,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN ANTONIO DE PADUA II,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN ANTONIO DE PADUA II,2023,5,1,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN DIONISIO (BARANGAY I),2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN DIONISIO (BARANGAY I),2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN DIONISIO (BARANGAY I),2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN DIONISIO (BARANGAY I),2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN DIONISIO (BARANGAY I),2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN DIONISIO (BARANGAY I),2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN DIONISIO (BARANGAY I),2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN DIONISIO (BARANGAY I),2017,5,1,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN DIONISIO (BARANGAY I),2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN DIONISIO (BARANGAY I),2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN DIONISIO (BARANGAY I),2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN DIONISIO (BARANGAY I),2022,5,1,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN DIONISIO (BARANGAY I),2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN ESTEBAN (BARANGAY IV),2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN ESTEBAN (BARANGAY IV),2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN ESTEBAN (BARANGAY IV),2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN ESTEBAN (BARANGAY IV),2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN ESTEBAN (BARANGAY IV),2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN ESTEBAN (BARANGAY IV),2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN ESTEBAN (BARANGAY IV),2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN ESTEBAN (BARANGAY IV),2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN ESTEBAN (BARANGAY IV),2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN ESTEBAN (BARANGAY IV),2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN ESTEBAN (BARANGAY IV),2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN ESTEBAN (BARANGAY IV),2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN ESTEBAN (BARANGAY IV),2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN ESTEBAN (BARANGAY IV),2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN FRANCISCO I,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN FRANCISCO I,2011,5,1,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN FRANCISCO I,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN FRANCISCO I,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN FRANCISCO I,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN FRANCISCO I,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN FRANCISCO I,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN FRANCISCO I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN FRANCISCO I,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN FRANCISCO I,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN FRANCISCO I,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN FRANCISCO I,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN FRANCISCO I,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN FRANCISCO II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN FRANCISCO II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN FRANCISCO II,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN FRANCISCO II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN FRANCISCO II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN FRANCISCO II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN FRANCISCO II,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN FRANCISCO II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN FRANCISCO II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN FRANCISCO II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN FRANCISCO II,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN FRANCISCO II,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN ISIDRO LABRADOR I,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN ISIDRO LABRADOR I,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN ISIDRO LABRADOR I,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN ISIDRO LABRADOR I,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN ISIDRO LABRADOR I,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN ISIDRO LABRADOR I,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN ISIDRO LABRADOR I,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN ISIDRO LABRADOR I,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN ISIDRO LABRADOR I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN ISIDRO LABRADOR I,2019,5,1,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN ISIDRO LABRADOR I,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN ISIDRO LABRADOR I,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN ISIDRO LABRADOR I,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN ISIDRO LABRADOR I,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN ISIDRO LABRADOR II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN ISIDRO LABRADOR II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN ISIDRO LABRADOR II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN ISIDRO LABRADOR II,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN ISIDRO LABRADOR II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN ISIDRO LABRADOR II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN ISIDRO LABRADOR II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN ISIDRO LABRADOR II,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN ISIDRO LABRADOR II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN ISIDRO LABRADOR II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN ISIDRO LABRADOR II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN ISIDRO LABRADOR II,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN ISIDRO LABRADOR II,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN ISIDRO LABRADOR II,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN JOSE,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN JOSE,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN JOSE,2012,5,2,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN JOSE,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN JOSE,2014,5,2,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN JOSE,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN JOSE,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN JOSE,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN JOSE,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN JOSE,2019,5,2,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN JOSE,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN JOSE,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN JOSE,2022,5,1,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN JOSE,2023,5,1,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN JUAN (SAN JUAN I),2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN JUAN (SAN JUAN I),2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN JUAN (SAN JUAN I),2012,5,1,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN JUAN (SAN JUAN I),2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN JUAN (SAN JUAN I),2014,5,1,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN JUAN (SAN JUAN I),2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN JUAN (SAN JUAN I),2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN JUAN (SAN JUAN I),2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN JUAN (SAN JUAN I),2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN JUAN (SAN JUAN I),2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN JUAN (SAN JUAN I),2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN JUAN (SAN JUAN I),2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN JUAN (SAN JUAN I),2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN LORENZO RUIZ I,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN LORENZO RUIZ I,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN LORENZO RUIZ I,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN LORENZO RUIZ I,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN LORENZO RUIZ I,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN LORENZO RUIZ I,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN LORENZO RUIZ I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN LORENZO RUIZ I,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN LORENZO RUIZ I,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN LORENZO RUIZ I,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN LORENZO RUIZ I,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN LORENZO RUIZ I,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN LORENZO RUIZ II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN LORENZO RUIZ II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN LORENZO RUIZ II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN LORENZO RUIZ II,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN LORENZO RUIZ II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN LORENZO RUIZ II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN LORENZO RUIZ II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN LORENZO RUIZ II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN LORENZO RUIZ II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN LORENZO RUIZ II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN LORENZO RUIZ II,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN LORENZO RUIZ II,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN LUIS I,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN LUIS I,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN LUIS I,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN LUIS I,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN LUIS I,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN LUIS I,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN LUIS I,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN LUIS I,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN LUIS I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN LUIS I,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN LUIS I,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN LUIS I,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN LUIS I,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN LUIS I,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN LUIS II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN LUIS II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN LUIS II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN LUIS II,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN LUIS II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN LUIS II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN LUIS II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN LUIS II,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN LUIS II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN LUIS II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN LUIS II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN LUIS II,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN LUIS II,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN LUIS II,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN MANUEL I,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN MANUEL I,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN MANUEL I,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN MANUEL I,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN MANUEL I,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN MANUEL I,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN MANUEL I,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN MANUEL I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN MANUEL I,2019,5,1,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN MANUEL I,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN MANUEL I,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN MANUEL II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN MANUEL II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN MANUEL II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN MANUEL II,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN MANUEL II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN MANUEL II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN MANUEL II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN MANUEL II,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN MANUEL II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN MANUEL II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN MANUEL II,2020,5,1,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN MANUEL II,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN MANUEL II,2022,5,1,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN MANUEL II,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN MATEO,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN MATEO,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN MATEO,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN MATEO,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN MATEO,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN MATEO,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN MATEO,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN MATEO,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN MATEO,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN MATEO,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN MATEO,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN MATEO,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN MATEO,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN MATEO,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN MIGUEL,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN MIGUEL,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN MIGUEL,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN MIGUEL,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN MIGUEL,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN MIGUEL,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN MIGUEL,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN MIGUEL,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN MIGUEL,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN MIGUEL,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN MIGUEL,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN MIGUEL,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN MIGUEL II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN MIGUEL II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN MIGUEL II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN MIGUEL II,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN MIGUEL II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN MIGUEL II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN MIGUEL II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN MIGUEL II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN MIGUEL II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN MIGUEL II,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN NICOLAS I,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN NICOLAS I,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN NICOLAS I,2012,5,1,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN NICOLAS I,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN NICOLAS I,2014,5,1,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN NICOLAS I,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN NICOLAS I,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN NICOLAS I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN NICOLAS I,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN NICOLAS I,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN NICOLAS I,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN NICOLAS II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN NICOLAS II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN NICOLAS II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN NICOLAS II,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN NICOLAS II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN NICOLAS II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN NICOLAS II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN NICOLAS II,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
